NO.,Date,State,TotalSamples,Negative,Positive
1046,02-08-2020,Arunachal Pradesh,89031,84700,1698
1047,03-08-2020,Arunachal Pradesh,91227,86828,1758
1048,04-08-2020,Arunachal Pradesh,93365,91127,1790
1049,05-08-2020,Arunachal Pradesh,95983,91164,1855
1050,06-08-2020,Arunachal Pradesh,98733,93684,1948
1051,07-08-2020,Arunachal Pradesh,101947,96758,2049
1052,08-08-2020,Arunachal Pradesh,104833,99460,2117
1053,09-08-2020,Arunachal Pradesh,106792,101265,2155
1054,10-08-2020,Arunachal Pradesh,109863,104171,2231
1055,11-08-2020,Arunachal Pradesh,112689,106807,2327
1056,12-08-2020,Arunachal Pradesh,115758,109794,0
1057,13-08-2020,Arunachal Pradesh,118882,112767,0
1058,14-08-2020,Arunachal Pradesh,121371,115112,2607
1059,15-08-2020,Arunachal Pradesh,122854,116538,2658
1060,16-08-2020,Arunachal Pradesh,124786,118381,0
1061,17-08-2020,Arunachal Pradesh,127286,120729,0
1062,18-08-2020,Arunachal Pradesh,130246,123408,0
1063,19-08-2020,Arunachal Pradesh,133048,126085,0
1064,20-08-2020,Arunachal Pradesh,136092,128762,0
1065,21-08-2020,Arunachal Pradesh,138913,131556,0
1066,22-08-2020,Arunachal Pradesh,141655,134121,0
1067,23-08-2020,Arunachal Pradesh,143626,135812,0
1068,24-08-2020,Arunachal Pradesh,146012,138059,0
1069,25-08-2020,Arunachal Pradesh,149273,141127,0
1070,26-08-2020,Arunachal Pradesh,152852,144556,0
1071,27-08-2020,Arunachal Pradesh,155750,147281,0
1072,28-08-2020,Arunachal Pradesh,158993,150209,0
1073,29-08-2020,Arunachal Pradesh,161525,152666,0
1074,30-08-2020,Arunachal Pradesh,164524,155425,0
1075,31-08-2020,Arunachal Pradesh,167615,158324,0
1076,01-09-2020,Arunachal Pradesh,170445,160911,0
1077,02-09-2020,Arunachal Pradesh,173469,163658,0
1078,03-09-2020,Arunachal Pradesh,177259,167280,0
1079,04-09-2020,Arunachal Pradesh,180372,170070,0
1080,05-09-2020,Arunachal Pradesh,183390,172829,0
1081,06-09-2020,Arunachal Pradesh,185322,174589,0
1082,07-09-2020,Arunachal Pradesh,188435,177394,0
1083,08-09-2020,Arunachal Pradesh,191632,180193,0
1084,09-09-2020,Arunachal Pradesh,194647,182937,0
1085,10-09-2020,Arunachal Pradesh,197711,185795,0
1086,11-09-2020,Arunachal Pradesh,201010,188857,0
1087,12-09-2020,Arunachal Pradesh,203356,191018,0
1088,13-09-2020,Arunachal Pradesh,205519,192960,0
1089,14-09-2020,Arunachal Pradesh,208164,195308,0
1090,15-09-2020,Arunachal Pradesh,210345,197252,0
1091,16-09-2020,Arunachal Pradesh,214292,200905,0
1092,17-09-2020,Arunachal Pradesh,216202,202540,0
1093,18-09-2020,Arunachal Pradesh,218285,204350,0
1094,19-09-2020,Arunachal Pradesh,220706,206425,0
1095,20-09-2020,Arunachal Pradesh,222429,207925,0
1096,21-09-2020,Arunachal Pradesh,225328,210458,0
1097,22-09-2020,Arunachal Pradesh,228242,213033,0
1098,23-09-2020,Arunachal Pradesh,231045,215460,0
1099,24-09-2020,Arunachal Pradesh,233456,216919,0
1100,25-09-2020,Arunachal Pradesh,235979,219655,0
1101,26-09-2020,Arunachal Pradesh,238223,221576,0
1102,27-09-2020,Arunachal Pradesh,239900,223119,0
1103,28-09-2020,Arunachal Pradesh,242948,225773,0
1104,29-09-2020,Arunachal Pradesh,245788,228315,0
1105,30-09-2020,Arunachal Pradesh,248439,230620,0
1106,01-10-2020,Arunachal Pradesh,250993,232867,0
1107,02-10-2020,Arunachal Pradesh,253413,234989,0
1108,03-10-2020,Arunachal Pradesh,255951,237222,0
1109,04-10-2020,Arunachal Pradesh,257972,239060,0
1110,05-10-2020,Arunachal Pradesh,261029,241750,0
1111,06-10-2020,Arunachal Pradesh,263242,243642,0
1112,07-10-2020,Arunachal Pradesh,265870,245963,0
1113,08-10-2020,Arunachal Pradesh,268286,248047,0
1114,09-10-2020,Arunachal Pradesh,271035,250405,0
1115,10-10-2020,Arunachal Pradesh,273441,252475,0
1116,11-10-2020,Arunachal Pradesh,275319,254145,0
1117,12-10-2020,Arunachal Pradesh,277171,255649,0
1118,13-10-2020,Arunachal Pradesh,279792,257940,0
1119,14-10-2020,Arunachal Pradesh,283856,261730,0
1120,15-10-2020,Arunachal Pradesh,286572,264114,0
1121,17-10-2020,Arunachal Pradesh,291875,268732,0
1122,18-10-2020,Arunachal Pradesh,293164,269846,0
1123,19-10-2020,Arunachal Pradesh,296135,272412,0
1124,20-10-2020,Arunachal Pradesh,298490,274506,0
1125,21-10-2020,Arunachal Pradesh,300977,276756,0
1126,22-10-2020,Arunachal Pradesh,303101,278550,0
1127,23-10-2020,Arunachal Pradesh,304526,279778,0
1128,24-10-2020,Arunachal Pradesh,305694,280771,0
1129,25-10-2020,Arunachal Pradesh,306694,281697,0
1130,26-10-2020,Arunachal Pradesh,308912,283634,0
1131,27-10-2020,Arunachal Pradesh,310668,285259,0
1132,28-10-2020,Arunachal Pradesh,312775,287150,0
1133,29-10-2020,Arunachal Pradesh,314749,289094,0
1134,30-10-2020,Arunachal Pradesh,316633,290828,0
1135,31-10-2020,Arunachal Pradesh,318479,292467,0
1136,01-11-2020,Arunachal Pradesh,319596,293500,0
1137,02-11-2020,Arunachal Pradesh,321688,295438,0
1138,03-11-2020,Arunachal Pradesh,324062,297660,0
1139,04-11-2020,Arunachal Pradesh,325823,299275,0
1140,05-11-2020,Arunachal Pradesh,327812,301137,0
1141,06-11-2020,Arunachal Pradesh,329760,302951,0
1142,07-11-2020,Arunachal Pradesh,331244,304308,0
1143,08-11-2020,Arunachal Pradesh,332402,305367,0
1144,09-11-2020,Arunachal Pradesh,334117,306990,0
1145,10-11-2020,Arunachal Pradesh,336558,309285,0
1146,11-11-2020,Arunachal Pradesh,338280,327363,0
1147,12-11-2020,Arunachal Pradesh,339487,311977,0
1148,13-11-2020,Arunachal Pradesh,341099,313459,0
1149,14-11-2020,Arunachal Pradesh,341928,314213,0
1150,15-11-2020,Arunachal Pradesh,342450,314677,0
1151,16-11-2020,Arunachal Pradesh,343791,315797,0
1152,17-11-2020,Arunachal Pradesh,345190,333989,0
1153,18-11-2020,Arunachal Pradesh,346532,318507,0
1154,19-11-2020,Arunachal Pradesh,347737,319640,0
1155,20-11-2020,Arunachal Pradesh,348960,320812,0
1156,21-11-2020,Arunachal Pradesh,350020,321808,0
1157,22-11-2020,Arunachal Pradesh,350713,322474,0
1158,23-11-2020,Arunachal Pradesh,351737,323427,0
1159,24-11-2020,Arunachal Pradesh,353201,324803,0
1160,25-11-2020,Arunachal Pradesh,354379,325921,0
1161,26-11-2020,Arunachal Pradesh,355611,327088,0
1162,27-11-2020,Arunachal Pradesh,356661,328110,0
1163,28-11-2020,Arunachal Pradesh,357695,329110,0
1164,29-11-2020,Arunachal Pradesh,358294,329702,0
1165,30-11-2020,Arunachal Pradesh,359123,330517,0
1166,01-12-2020,Arunachal Pradesh,360088,331468,0
1167,02-12-2020,Arunachal Pradesh,361250,332605,0
1168,03-12-2020,Arunachal Pradesh,362267,333591,0
1169,04-12-2020,Arunachal Pradesh,363062,334363,0
1170,05-12-2020,Arunachal Pradesh,363953,335236,0
1171,06-12-2020,Arunachal Pradesh,364420,335692,0
1172,07-12-2020,Arunachal Pradesh,365286,336535,0
1173,08-12-2020,Arunachal Pradesh,365935,337159,0
1174,09-12-2020,Arunachal Pradesh,366530,337727,0
1175,10-12-2020,Arunachal Pradesh,367306,338485,0
1176,11-12-2020,Arunachal Pradesh,367980,339141,0
1177,12-12-2020,Arunachal Pradesh,368526,339675,0
1178,13-12-2020,Arunachal Pradesh,368841,339985,0
1179,14-12-2020,Arunachal Pradesh,369540,340661,0
1180,15-12-2020,Arunachal Pradesh,370128,341231,0
1181,16-12-2020,Arunachal Pradesh,370756,341838,0
1182,17-12-2020,Arunachal Pradesh,371423,342475,0
1183,18-12-2020,Arunachal Pradesh,371936,342979,0
1184,19-12-2020,Arunachal Pradesh,372458,343483,0
1185,20-12-2020,Arunachal Pradesh,372693,343717,0
1186,21-12-2020,Arunachal Pradesh,373351,344351,0
1187,22-12-2020,Arunachal Pradesh,373734,344729,0
1188,23-12-2020,Arunachal Pradesh,374423,345406,0
1189,24-12-2020,Arunachal Pradesh,375058,346032,0
1190,25-12-2020,Arunachal Pradesh,375405,346379,0
1191,26-12-2020,Arunachal Pradesh,375766,346731,0
1192,27-12-2020,Arunachal Pradesh,376168,347131,0
1193,28-12-2020,Arunachal Pradesh,376568,347523,0
1194,29-12-2020,Arunachal Pradesh,377052,0,0
1195,30-12-2020,Arunachal Pradesh,377725,348665,0
1196,31-12-2020,Arunachal Pradesh,378151,349083,0
1197,01-01-2021,Arunachal Pradesh,378364,0,0
1198,02-01-2021,Arunachal Pradesh,378926,349850,0
1199,03-01-2021,Arunachal Pradesh,379261,350180,0
1200,04-01-2021,Arunachal Pradesh,379934,350884,0
1201,05-01-2021,Arunachal Pradesh,381014,351921,0
1202,06-01-2021,Arunachal Pradesh,381616,352513,0
1203,07-01-2021,Arunachal Pradesh,382096,352989,0
1204,08-01-2021,Arunachal Pradesh,382701,353587,0
1205,09-01-2021,Arunachal Pradesh,383065,353948,0
1206,10-01-2021,Arunachal Pradesh,383621,354499,0
1207,11-01-2021,Arunachal Pradesh,384038,354911,0
1208,12-01-2021,Arunachal Pradesh,384536,355404,0
1209,13-01-2021,Arunachal Pradesh,385299,356166,0
1210,14-01-2021,Arunachal Pradesh,386124,356976,0
1211,15-01-2021,Arunachal Pradesh,386656,0,0
1212,16-01-2021,Arunachal Pradesh,387121,357963,0
1213,17-01-2021,Arunachal Pradesh,387291,358130,0
1214,18-01-2021,Arunachal Pradesh,387691,358529,0
1215,19-01-2021,Arunachal Pradesh,388013,358848,0
1216,20-01-2021,Arunachal Pradesh,388375,359210,0
1217,21-01-2021,Arunachal Pradesh,388696,359530,0
1218,22-01-2021,Arunachal Pradesh,389149,359982,0
1219,23-01-2021,Arunachal Pradesh,389553,0,0
1220,24-01-2021,Arunachal Pradesh,389689,360519,0
1221,25-01-2021,Arunachal Pradesh,390074,360903,0
1222,26-01-2021,Arunachal Pradesh,390552,361080,0
1223,27-01-2021,Arunachal Pradesh,390926,0,0
1224,28-01-2021,Arunachal Pradesh,391275,362097,0
1225,29-01-2021,Arunachal Pradesh,391822,0,0
1226,30-01-2021,Arunachal Pradesh,392143,0,0
1227,31-01-2021,Arunachal Pradesh,392211,0,0
1228,01-02-2021,Arunachal Pradesh,392762,363583,0
1229,02-02-2021,Arunachal Pradesh,393314,364134,0
1230,03-02-2021,Arunachal Pradesh,393880,364700,0
1231,04-02-2021,Arunachal Pradesh,394542,365362,0
1232,05-02-2021,Arunachal Pradesh,395200,366020,0
1233,06-02-2021,Arunachal Pradesh,395795,366614,0
1234,07-02-2021,Arunachal Pradesh,395994,366813,0
1235,08-02-2021,Arunachal Pradesh,397038,367856,0
1236,09-02-2021,Arunachal Pradesh,397631,368449,0
1237,10-02-2021,Arunachal Pradesh,398385,369203,0
1238,11-02-2021,Arunachal Pradesh,398970,369787,0
1239,12-02-2021,Arunachal Pradesh,399702,370519,0
1240,13-02-2021,Arunachal Pradesh,400178,370995,0
1241,14-02-2021,Arunachal Pradesh,400354,371171,0
1242,15-02-2021,Arunachal Pradesh,400852,371668,0
1243,16-02-2021,Arunachal Pradesh,401518,372334,0
1244,17-02-2021,Arunachal Pradesh,402086,372902,0
1245,18-02-2021,Arunachal Pradesh,402617,373430,0
1246,19-02-2021,Arunachal Pradesh,403063,373876,0
1247,20-02-2021,Arunachal Pradesh,403289,374102,0
1248,21-02-2021,Arunachal Pradesh,403485,374298,0
1249,22-02-2021,Arunachal Pradesh,403950,374763,0
1250,23-02-2021,Arunachal Pradesh,404280,375093,0
1251,24-02-2021,Arunachal Pradesh,404737,375550,0
1252,25-02-2021,Arunachal Pradesh,404999,375812,0
1253,26-02-2021,Arunachal Pradesh,405335,376071,0
1254,27-02-2021,Arunachal Pradesh,405647,376383,0
1255,28-02-2021,Arunachal Pradesh,405804,376540,0
1256,01-03-2021,Arunachal Pradesh,406182,376917,0
1257,02-03-2021,Arunachal Pradesh,406705,377439,0
1258,03-03-2021,Arunachal Pradesh,407051,377785,0
1259,04-03-2021,Arunachal Pradesh,407377,378111,0
1260,05-03-2021,Arunachal Pradesh,407682,378415,0
1261,06-03-2021,Arunachal Pradesh,408024,378756,0
1262,07-03-2021,Arunachal Pradesh,408171,378903,0
1263,08-03-2021,Arunachal Pradesh,408452,379184,0
1264,09-03-2021,Arunachal Pradesh,408728,379460,0
1265,10-03-2021,Arunachal Pradesh,409168,379899,0
1266,11-03-2021,Arunachal Pradesh,409502,380233,0
1267,12-03-2021,Arunachal Pradesh,409789,380520,0
1268,13-03-2021,Arunachal Pradesh,409993,380724,0
1269,14-03-2021,Arunachal Pradesh,410101,380832,0
1270,15-03-2021,Arunachal Pradesh,410355,381086,0
1271,16-03-2021,Arunachal Pradesh,410571,381301,0
1272,17-03-2021,Arunachal Pradesh,410875,381605,0
1273,18-03-2021,Arunachal Pradesh,411170,381906,0
1274,19-03-2021,Arunachal Pradesh,411459,382188,0
1275,20-03-2021,Arunachal Pradesh,411693,382422,0
1276,21-03-2021,Arunachal Pradesh,411821,382550,0
1277,22-03-2021,Arunachal Pradesh,411947,382676,0
1278,23-03-2021,Arunachal Pradesh,412230,382959,0
1279,24-03-2021,Arunachal Pradesh,412521,383250,0
1280,25-03-2021,Arunachal Pradesh,412761,383490,0
1281,26-03-2021,Arunachal Pradesh,413053,383781,0
1282,27-03-2021,Arunachal Pradesh,413321,384046,0
1283,28-03-2021,Arunachal Pradesh,413432,384157,0
1284,29-03-2021,Arunachal Pradesh,413554,384279,0
1285,30-03-2021,Arunachal Pradesh,413804,384529,0
1286,31-03-2021,Arunachal Pradesh,413963,384688,0
1287,01-04-2021,Arunachal Pradesh,414169,384894,0
1288,02-04-2021,Arunachal Pradesh,414273,384997,0
1289,03-04-2021,Arunachal Pradesh,414467,385188,0
1290,04-04-2021,Arunachal Pradesh,414602,385323,0
1291,05-04-2021,Arunachal Pradesh,414958,385677,0
1292,06-04-2021,Arunachal Pradesh,415217,385934,0
1293,07-04-2021,Arunachal Pradesh,415547,386256,0
1294,08-04-2021,Arunachal Pradesh,416046,386738,0
1295,09-04-2021,Arunachal Pradesh,416577,387272,0
1296,10-04-2021,Arunachal Pradesh,416897,387589,0
1297,11-04-2021,Arunachal Pradesh,417041,387729,0
1298,12-04-2021,Arunachal Pradesh,417356,388038,0
1299,13-04-2021,Arunachal Pradesh,417994,388661,0
1300,14-04-2021,Arunachal Pradesh,418290,388947,0
1301,15-04-2021,Arunachal Pradesh,418501,389150,0
1302,16-04-2021,Arunachal Pradesh,419072,389693,0
1303,17-04-2021,Arunachal Pradesh,419731,390330,0
1304,18-04-2021,Arunachal Pradesh,419969,390548,0
1305,19-04-2021,Arunachal Pradesh,421131,391644,0
1306,20-04-2021,Arunachal Pradesh,423123,393575,0
1307,21-04-2021,Arunachal Pradesh,425461,395839,0
1308,22-04-2021,Arunachal Pradesh,428202,398469,0
1309,23-04-2021,Arunachal Pradesh,431231,401354,0
1310,24-04-2021,Arunachal Pradesh,434293,404295,0
1311,25-04-2021,Arunachal Pradesh,436658,406585,0
1312,26-04-2021,Arunachal Pradesh,440234,409987,0
1313,27-04-2021,Arunachal Pradesh,443327,412948,0
1314,28-04-2021,Arunachal Pradesh,447019,416471,0
1315,29-04-2021,Arunachal Pradesh,450543,419790,0
1316,30-04-2021,Arunachal Pradesh,453906,422980,0
1317,01-05-2021,Arunachal Pradesh,457369,426217,0
1318,02-05-2021,Arunachal Pradesh,459804,428546,0
1319,03-05-2021,Arunachal Pradesh,463551,432062,0
1320,04-05-2021,Arunachal Pradesh,467378,435648,0
1321,05-05-2021,Arunachal Pradesh,470855,438895,0
1322,06-05-2021,Arunachal Pradesh,474314,442129,0
1323,07-05-2021,Arunachal Pradesh,477466,445102,0
1324,08-05-2021,Arunachal Pradesh,480631,448014,0
1325,09-05-2021,Arunachal Pradesh,482862,450118,0
1326,10-05-2021,Arunachal Pradesh,485734,452781,0
1327,11-05-2021,Arunachal Pradesh,488727,455567,0
1328,12-05-2021,Arunachal Pradesh,492061,458616,0
1329,13-05-2021,Arunachal Pradesh,495141,461437,0
1330,14-05-2021,Arunachal Pradesh,497938,463963,0
1331,15-05-2021,Arunachal Pradesh,500708,466473,0
1332,16-05-2021,Arunachal Pradesh,502767,468349,0
1333,17-05-2021,Arunachal Pradesh,506975,472242,0
1334,18-05-2021,Arunachal Pradesh,511863,476764,0
1335,19-05-2021,Arunachal Pradesh,516372,480928,0
1336,20-05-2021,Arunachal Pradesh,520974,485146,0
1337,21-05-2021,Arunachal Pradesh,525589,489363,0
1338,22-05-2021,Arunachal Pradesh,530121,493576,0
1339,23-05-2021,Arunachal Pradesh,533126,496350,0
1340,24-05-2021,Arunachal Pradesh,539733,502474,0
1341,25-05-2021,Arunachal Pradesh,546447,508750,0
1342,26-05-2021,Arunachal Pradesh,553056,514977,0
1343,27-05-2021,Arunachal Pradesh,560340,521814,0
1344,28-05-2021,Arunachal Pradesh,568556,529524,0
1345,29-05-2021,Arunachal Pradesh,575997,536497,0
1346,30-05-2021,Arunachal Pradesh,580353,540676,0
1347,31-05-2021,Arunachal Pradesh,585905,545903,0
1348,01-06-2021,Arunachal Pradesh,592424,552041,0
1349,02-06-2021,Arunachal Pradesh,599605,558835,0
1350,03-06-2021,Arunachal Pradesh,607591,566447,0
1351,04-06-2021,Arunachal Pradesh,616569,575014,0
1352,05-06-2021,Arunachal Pradesh,624422,582526,0
1353,06-06-2021,Arunachal Pradesh,630180,588052,0
1354,07-06-2021,Arunachal Pradesh,638028,595531,0
1355,08-06-2021,Arunachal Pradesh,645249,602439,0
1356,09-06-2021,Arunachal Pradesh,651115,608039,0
1357,10-06-2021,Arunachal Pradesh,657846,614508,0
1358,11-06-2021,Arunachal Pradesh,663519,619816,0
1359,12-06-2021,Arunachal Pradesh,669428,625410,0
1360,13-06-2021,Arunachal Pradesh,673167,628995,0
1361,14-06-2021,Arunachal Pradesh,679537,634983,0
1362,15-06-2021,Arunachal Pradesh,683592,638721,0
1363,16-06-2021,Arunachal Pradesh,694292,649148,0
1364,17-06-2021,Arunachal Pradesh,700761,655308,0
1365,18-06-2021,Arunachal Pradesh,706494,660824,0
1366,19-06-2021,Arunachal Pradesh,711716,665804,0
1367,20-06-2021,Arunachal Pradesh,715752,669675,0
1368,21-06-2021,Arunachal Pradesh,721157,674771,0
1369,22-06-2021,Arunachal Pradesh,726805,680115,0
1370,23-06-2021,Arunachal Pradesh,732078,685114,0
1371,24-06-2021,Arunachal Pradesh,737403,690129,0
1372,25-06-2021,Arunachal Pradesh,742574,695016,0
1373,26-06-2021,Arunachal Pradesh,747206,699340,0
1374,27-06-2021,Arunachal Pradesh,750910,702865,0
1375,28-06-2021,Arunachal Pradesh,756207,707859,0
1376,29-06-2021,Arunachal Pradesh,761108,712411,0
1377,30-06-2021,Arunachal Pradesh,765890,716897,0
1378,01-07-2021,Arunachal Pradesh,771020,0,0
1379,02-07-2021,Arunachal Pradesh,776970,0,0
1380,03-07-2021,Arunachal Pradesh,780582,0,0
1381,04-07-2021,Arunachal Pradesh,784187,0,0
1382,05-07-2021,Arunachal Pradesh,790027,0,0
1383,06-07-2021,Arunachal Pradesh,795331,0,0
1384,07-07-2021,Arunachal Pradesh,800789,0,0
1385,08-07-2021,Arunachal Pradesh,806388,0,0
1386,09-07-2021,Arunachal Pradesh,812321,0,0
1387,10-07-2021,Arunachal Pradesh,818139,0,0
1388,11-07-2021,Arunachal Pradesh,822183,0,0
1389,12-07-2021,Arunachal Pradesh,828323,0,0
1390,13-07-2021,Arunachal Pradesh,833600,0,0
1391,14-07-2021,Arunachal Pradesh,838608,0,0
1392,15-07-2021,Arunachal Pradesh,843999,0,0
1393,16-07-2021,Arunachal Pradesh,849465,0,0
1394,17-07-2021,Arunachal Pradesh,854819,0,0
1395,18-07-2021,Arunachal Pradesh,858884,0,0
1396,19-07-2021,Arunachal Pradesh,865454,0,0
1397,20-07-2021,Arunachal Pradesh,871328,0,0
1398,21-07-2021,Arunachal Pradesh,877444,0,0
1399,22-07-2021,Arunachal Pradesh,884284,0,0
1400,23-07-2021,Arunachal Pradesh,891205,0,0
1401,24-07-2021,Arunachal Pradesh,898083,0,0
1402,25-07-2021,Arunachal Pradesh,901814,0,0
1403,26-07-2021,Arunachal Pradesh,908388,0,0
1404,27-07-2021,Arunachal Pradesh,914835,0,0
1405,28-07-2021,Arunachal Pradesh,921482,0,0
1406,29-07-2021,Arunachal Pradesh,927516,0,0
1407,30-07-2021,Arunachal Pradesh,933698,0,0
1408,31-07-2021,Arunachal Pradesh,938932,0,0
1409,01-08-2021,Arunachal Pradesh,942207,0,0
1410,02-08-2021,Arunachal Pradesh,947244,0,0
1411,03-08-2021,Arunachal Pradesh,952988,0,0
1412,04-08-2021,Arunachal Pradesh,958369,0,0
1413,05-08-2021,Arunachal Pradesh,963339,0,0
1414,06-08-2021,Arunachal Pradesh,968186,0,0
1415,07-08-2021,Arunachal Pradesh,972655,0,0
1416,08-08-2021,Arunachal Pradesh,975916,0,0
1417,09-08-2021,Arunachal Pradesh,981399,0,0
1418,10-08-2021,Arunachal Pradesh,986281,0,0
1419,02-04-2020,Assam,962,819,16
1420,10-04-2020,Assam,2863,2685,29
1421,11-04-2020,Assam,3011,2842,29
1422,12-04-2020,Assam,3138,2973,29
1423,14-04-2020,Assam,3491,3267,31
1424,15-04-2020,Assam,3613,3492,32
1425,16-04-2020,Assam,4108,3803,34
1426,17-04-2020,Assam,4236,4024,34
1427,18-04-2020,Assam,4400,4199,34
1428,19-04-2020,Assam,4865,4584,34
1429,20-04-2020,Assam,5112,4937,34
1430,21-04-2020,Assam,5514,5245,34
1431,24-04-2020,Assam,6680,6391,35
1432,25-04-2020,Assam,7159,6781,35
1433,26-04-2020,Assam,7823,7474,35
1434,27-04-2020,Assam,8117,7985,35
1435,29-04-2020,Assam,9520,8771,37
1436,02-05-2020,Assam,11623,10499,42
1437,04-05-2020,Assam,12775,11764,42
1438,05-05-2020,Assam,13442,12533,43
1439,09-05-2020,Assam,16167,15076,59
1440,10-05-2020,Assam,18002,16236,62
1441,11-05-2020,Assam,19589,17813,64
1442,12-05-2020,Assam,21791,19211,64
1443,14-05-2020,Assam,25824,23178,86
1444,15-05-2020,Assam,28178,25431,86
1445,16-05-2020,Assam,31276,28332,91
1446,17-05-2020,Assam,34376,32035,97
1447,18-05-2020,Assam,37898,35159,106
1448,19-05-2020,Assam,41116,38138,141
1449,20-05-2020,Assam,47084,42729,170
1450,21-05-2020,Assam,51730,46442,203
1451,22-05-2020,Assam,55791,50450,259
1452,23-05-2020,Assam,60405,54185,329
1453,24-05-2020,Assam,66444,58972,378
1454,25-05-2020,Assam,70029,62244,526
1455,26-05-2020,Assam,72654,66562,616
1456,29-05-2020,Assam,92390,84933,1024
1457,30-05-2020,Assam,101257,91248,1185
1458,31-05-2020,Assam,109097,101006,1272
1459,02-06-2020,Assam,120375,111229,1513
1460,03-06-2020,Assam,126726,117650,1672
1461,04-06-2020,Assam,133029,122618,1988
1462,06-06-2020,Assam,146605,136154,2397
1463,07-06-2020,Assam,153326,142192,2565
1464,09-06-2020,Assam,169842,159760,2937
1465,11-06-2020,Assam,181108,171070,3319
1466,12-06-2020,Assam,188090,177989,3498
1467,15-06-2020,Assam,217088,0,4158
1468,16-06-2020,Assam,227109,0,4319
1469,17-06-2020,Assam,235214,0,4605
1470,18-06-2020,Assam,246590,0,4861
1471,19-06-2020,Assam,258797,0,4904
1472,20-06-2020,Assam,273047,0,5006
1473,21-06-2020,Assam,288306,0,5388
1474,22-06-2020,Assam,301557,0,5586
1475,23-06-2020,Assam,323258,0,5853
1476,24-06-2020,Assam,336091,0,6282
1477,25-06-2020,Assam,351753,0,6646
1478,26-06-2020,Assam,362713,0,6646
1479,27-06-2020,Assam,374519,0,6919
1480,28-06-2020,Assam,385299,0,7165
1481,29-06-2020,Assam,399393,0,7492
1482,30-06-2020,Assam,412214,0,7835
1483,01-07-2020,Assam,419878,0,8547
1484,02-07-2020,Assam,428866,0,8955
1485,03-07-2020,Assam,438882,0,9434
1486,04-07-2020,Assam,449629,0,9799
1487,05-07-2020,Assam,459143,0,11001
1488,06-07-2020,Assam,471221,0,11736
1489,07-07-2020,Assam,485156,0,12522
1490,09-07-2020,Assam,508973,0,14032
1491,10-07-2020,Assam,525485,0,14600
1492,11-07-2020,Assam,537831,0,15536
1493,12-07-2020,Assam,552376,0,16071
1494,13-07-2020,Assam,563482,0,16806
1495,14-07-2020,Assam,575867,0,17807
1496,15-07-2020,Assam,589202,0,18666
1497,16-07-2020,Assam,601385,0,19754
1498,17-07-2020,Assam,614743,0,20646
1499,18-07-2020,Assam,632372,0,21864
1500,19-07-2020,Assam,651179,0,22981
1501,20-07-2020,Assam,671191,0,23999
1502,21-07-2020,Assam,689343,0,25092
1503,22-07-2020,Assam,703374,0,27744
1504,23-07-2020,Assam,723287,0,28791
1505,24-07-2020,Assam,739465,0,29921
1506,25-07-2020,Assam,753939,0,31086
1507,26-07-2020,Assam,774484,0,32228
1508,27-07-2020,Assam,796226,0,33576
1509,28-07-2020,Assam,802674,0,34947
1510,29-07-2020,Assam,838043,0,36295
1511,30-07-2020,Assam,879071,0,38407
1512,31-07-2020,Assam,917395,0,40269
1513,01-08-2020,Assam,944556,0,41726
1514,02-08-2020,Assam,964499,0,42904
1515,03-08-2020,Assam,1006457,0,45275
1516,04-08-2020,Assam,1065521,0,48161
1517,05-08-2020,Assam,1124683,0,50445
1518,06-08-2020,Assam,1180336,0,52817
1519,07-08-2020,Assam,1238867,0,55496
1520,08-08-2020,Assam,1293712,0,57714
1521,09-08-2020,Assam,1318204,0,58837
1522,10-08-2020,Assam,1378629,0,61737
1523,11-08-2020,Assam,1430691,0,64406
1524,12-08-2020,Assam,1573800,0,68999
1525,13-08-2020,Assam,1635118,0,71795
1526,14-08-2020,Assam,1684721,0,74501
1527,15-08-2020,Assam,1705526,0,0
1528,16-08-2020,Assam,1725893,0,76875
1529,17-08-2020,Assam,1775403,0,79667
1530,18-08-2020,Assam,1819819,0,82201
1531,19-08-2020,Assam,1860208,0,84317
1532,20-08-2020,Assam,1894584,0,86052
1533,21-08-2020,Assam,1930764,0,87908
1534,22-08-2020,Assam,1953804,0,0
1535,23-08-2020,Assam,1972239,0,0
1536,24-08-2020,Assam,2000909,0,0
1537,25-08-2020,Assam,2035216,0,0
1538,26-08-2020,Assam,2071441,0,0
1539,27-08-2020,Assam,2106836,0,0
1540,28-08-2020,Assam,2146938,0,0
1541,29-08-2020,Assam,2183777,0,0
1542,30-08-2020,Assam,2217879,0,0
1543,31-08-2020,Assam,2262827,0,0
1544,01-09-2020,Assam,2299893,0,0
1545,02-09-2020,Assam,2347637,0,0
1546,03-09-2020,Assam,2396483,0,0
1547,04-09-2020,Assam,2436127,0,0
1548,05-09-2020,Assam,2471274,0,0
1549,06-09-2020,Assam,2494610,0,0
1550,07-09-2020,Assam,2533221,0,0
1551,08-09-2020,Assam,2567683,0,0
1552,09-09-2020,Assam,2599245,0,0
1553,10-09-2020,Assam,2634614,0,0
1554,11-09-2020,Assam,2671027,0,0
1555,12-09-2020,Assam,2702280,0,0
1556,13-09-2020,Assam,2717795,0,0
1557,14-09-2020,Assam,2750037,0,0
1558,15-09-2020,Assam,2782807,0,0
1559,16-09-2020,Assam,2815285,0,0
1560,17-09-2020,Assam,2835842,0,0
1561,18-09-2020,Assam,2871869,0,0
1562,19-09-2020,Assam,2907044,0,0
