NO.,Date,State,TotalSamples,Negative,Positive
1,17-04-2020,Andaman and Nicobar Islands,1403,1210,12
2,24-04-2020,Andaman and Nicobar Islands,2679,0,27
3,27-04-2020,Andaman and Nicobar Islands,2848,0,33
4,01-05-2020,Andaman and Nicobar Islands,3754,0,33
5,16-05-2020,Andaman and Nicobar Islands,6677,0,33
6,19-05-2020,Andaman and Nicobar Islands,6965,0,33
7,20-05-2020,Andaman and Nicobar Islands,7082,0,33
8,21-05-2020,Andaman and Nicobar Islands,7167,0,33
9,22-05-2020,Andaman and Nicobar Islands,7263,0,33
10,23-05-2020,Andaman and Nicobar Islands,7327,0,33
11,24-05-2020,Andaman and Nicobar Islands,7327,0,33
12,25-05-2020,Andaman and Nicobar Islands,7363,0,33
13,26-05-2020,Andaman and Nicobar Islands,7448,0,33
14,27-05-2020,Andaman and Nicobar Islands,7499,0,33
15,28-05-2020,Andaman and Nicobar Islands,7519,0,33
16,29-05-2020,Andaman and Nicobar Islands,7567,0,33
17,30-05-2020,Andaman and Nicobar Islands,7567,0,33
18,31-05-2020,Andaman and Nicobar Islands,7706,0,33
19,01-06-2020,Andaman and Nicobar Islands,7805,0,33
20,02-06-2020,Andaman and Nicobar Islands,8086,0,33
21,03-06-2020,Andaman and Nicobar Islands,8295,0,33
22,04-06-2020,Andaman and Nicobar Islands,8413,0,33
23,05-06-2020,Andaman and Nicobar Islands,8694,0,33
24,06-06-2020,Andaman and Nicobar Islands,9037,0,33
25,07-06-2020,Andaman and Nicobar Islands,9242,0,33
26,08-06-2020,Andaman and Nicobar Islands,9341,0,33
27,09-06-2020,Andaman and Nicobar Islands,9859,0,33
28,10-06-2020,Andaman and Nicobar Islands,10010,0,35
29,11-06-2020,Andaman and Nicobar Islands,10226,0,38
30,12-06-2020,Andaman and Nicobar Islands,10697,0,38
31,13-06-2020,Andaman and Nicobar Islands,10955,0,38
32,14-06-2020,Andaman and Nicobar Islands,11356,0,38
33,15-06-2020,Andaman and Nicobar Islands,11518,0,41
34,16-06-2020,Andaman and Nicobar Islands,11809,0,44
35,17-06-2020,Andaman and Nicobar Islands,12239,0,44
36,18-06-2020,Andaman and Nicobar Islands,12622,0,45
37,19-06-2020,Andaman and Nicobar Islands,12930,0,47
38,20-06-2020,Andaman and Nicobar Islands,13320,0,47
39,21-06-2020,Andaman and Nicobar Islands,13434,0,48
40,22-06-2020,Andaman and Nicobar Islands,13511,0,48
41,23-06-2020,Andaman and Nicobar Islands,13723,0,50
42,24-06-2020,Andaman and Nicobar Islands,13994,0,56
43,25-06-2020,Andaman and Nicobar Islands,14277,0,59
44,26-06-2020,Andaman and Nicobar Islands,14583,0,72
45,27-06-2020,Andaman and Nicobar Islands,14851,0,73
46,28-06-2020,Andaman and Nicobar Islands,15094,0,83
47,29-06-2020,Andaman and Nicobar Islands,15410,0,90
48,30-06-2020,Andaman and Nicobar Islands,15709,0,97
49,01-07-2020,Andaman and Nicobar Islands,15982,0,100
50,02-07-2020,Andaman and Nicobar Islands,16278,0,109
51,03-07-2020,Andaman and Nicobar Islands,16626,0,116
52,04-07-2020,Andaman and Nicobar Islands,16832,0,119
53,05-07-2020,Andaman and Nicobar Islands,16909,0,125
54,06-07-2020,Andaman and Nicobar Islands,17095,0,141
55,07-07-2020,Andaman and Nicobar Islands,17381,0,147
56,08-07-2020,Andaman and Nicobar Islands,17643,0,149
57,09-07-2020,Andaman and Nicobar Islands,17852,0,151
58,10-07-2020,Andaman and Nicobar Islands,18046,0,156
59,11-07-2020,Andaman and Nicobar Islands,18315,0,163
60,12-07-2020,Andaman and Nicobar Islands,18447,0,163
61,13-07-2020,Andaman and Nicobar Islands,18609,0,166
62,14-07-2020,Andaman and Nicobar Islands,18884,0,171
63,15-07-2020,Andaman and Nicobar Islands,19061,0,176
64,16-07-2020,Andaman and Nicobar Islands,19227,0,180
65,17-07-2020,Andaman and Nicobar Islands,19421,0,194
66,18-07-2020,Andaman and Nicobar Islands,19671,0,198
67,19-07-2020,Andaman and Nicobar Islands,19904,0,203
68,20-07-2020,Andaman and Nicobar Islands,20301,0,207
69,21-07-2020,Andaman and Nicobar Islands,20642,0,212
70,22-07-2020,Andaman and Nicobar Islands,21043,0,221
71,23-07-2020,Andaman and Nicobar Islands,21310,0,240
72,24-07-2020,Andaman and Nicobar Islands,21743,0,259
73,25-07-2020,Andaman and Nicobar Islands,21965,0,290
74,26-07-2020,Andaman and Nicobar Islands,22049,0,324
75,27-07-2020,Andaman and Nicobar Islands,22548,0,338
76,28-07-2020,Andaman and Nicobar Islands,22925,0,363
77,29-07-2020,Andaman and Nicobar Islands,23217,0,428
78,30-07-2020,Andaman and Nicobar Islands,23615,0,471
79,31-07-2020,Andaman and Nicobar Islands,24038,0,548
80,01-08-2020,Andaman and Nicobar Islands,24308,0,636
81,02-08-2020,Andaman and Nicobar Islands,24580,0,734
82,03-08-2020,Andaman and Nicobar Islands,25034,0,830
83,04-08-2020,Andaman and Nicobar Islands,25492,0,928
84,05-08-2020,Andaman and Nicobar Islands,25826,0,1027
85,06-08-2020,Andaman and Nicobar Islands,26516,0,1123
86,07-08-2020,Andaman and Nicobar Islands,26915,0,1222
87,08-08-2020,Andaman and Nicobar Islands,27073,0,1351
88,09-08-2020,Andaman and Nicobar Islands,27103,0,1490
89,10-08-2020,Andaman and Nicobar Islands,27346,0,1625
90,11-08-2020,Andaman and Nicobar Islands,27455,0,1764
91,12-08-2020,Andaman and Nicobar Islands,27744,0,1900
92,13-08-2020,Andaman and Nicobar Islands,27973,0,2037
93,14-08-2020,Andaman and Nicobar Islands,28129,0,2186
94,15-08-2020,Andaman and Nicobar Islands,28209,0,2306
95,16-08-2020,Andaman and Nicobar Islands,28229,0,2399
96,17-08-2020,Andaman and Nicobar Islands,28672,0,2445
97,18-08-2020,Andaman and Nicobar Islands,28937,0,2529
98,19-08-2020,Andaman and Nicobar Islands,29303,0,2604
99,20-08-2020,Andaman and Nicobar Islands,29487,0,2680
100,21-08-2020,Andaman and Nicobar Islands,29573,0,2747
101,22-08-2020,Andaman and Nicobar Islands,29888,0,2808
102,23-08-2020,Andaman and Nicobar Islands,30278,0,2860
103,24-08-2020,Andaman and Nicobar Islands,30513,0,2904
104,25-08-2020,Andaman and Nicobar Islands,31082,0,2945
105,26-08-2020,Andaman and Nicobar Islands,31646,0,2985
106,27-08-2020,Andaman and Nicobar Islands,31830,0,3018
107,28-08-2020,Andaman and Nicobar Islands,32100,0,3050
108,29-08-2020,Andaman and Nicobar Islands,32407,0,3081
109,30-08-2020,Andaman and Nicobar Islands,32674,0,3104
110,31-08-2020,Andaman and Nicobar Islands,33485,0,3132
111,01-09-2020,Andaman and Nicobar Islands,35104,0,3160
112,02-09-2020,Andaman and Nicobar Islands,36136,0,0
113,03-09-2020,Andaman and Nicobar Islands,37075,0,3223
114,04-09-2020,Andaman and Nicobar Islands,37825,0,3257
115,05-09-2020,Andaman and Nicobar Islands,38574,0,3292
116,06-09-2020,Andaman and Nicobar Islands,39205,0,3332
117,07-09-2020,Andaman and Nicobar Islands,39995,0,3359
118,08-09-2020,Andaman and Nicobar Islands,41039,0,3392
119,09-09-2020,Andaman and Nicobar Islands,41776,0,3426
120,10-09-2020,Andaman and Nicobar Islands,42792,0,3465
121,11-09-2020,Andaman and Nicobar Islands,43680,0,3494
122,12-09-2020,Andaman and Nicobar Islands,44570,0,3521
123,13-09-2020,Andaman and Nicobar Islands,45279,0,3546
124,14-09-2020,Andaman and Nicobar Islands,45987,0,3557
125,15-09-2020,Andaman and Nicobar Islands,46823,0,3574
126,16-09-2020,Andaman and Nicobar Islands,47794,0,3593
127,17-09-2020,Andaman and Nicobar Islands,48861,0,3604
128,18-09-2020,Andaman and Nicobar Islands,50035,0,3631
129,19-09-2020,Andaman and Nicobar Islands,50681,0,3644
130,20-09-2020,Andaman and Nicobar Islands,51262,0,3651
131,21-09-2020,Andaman and Nicobar Islands,52220,0,3673
132,22-09-2020,Andaman and Nicobar Islands,52845,0,3691
133,23-09-2020,Andaman and Nicobar Islands,53591,0,3712
134,24-09-2020,Andaman and Nicobar Islands,52992,0,3744
135,25-09-2020,Andaman and Nicobar Islands,55169,0,3759
136,26-09-2020,Andaman and Nicobar Islands,56059,0,3774
137,27-09-2020,Andaman and Nicobar Islands,56661,0,3794
138,28-09-2020,Andaman and Nicobar Islands,57343,0,3803
139,29-09-2020,Andaman and Nicobar Islands,58135,0,3821
140,30-09-2020,Andaman and Nicobar Islands,58763,0,3835
141,01-10-2020,Andaman and Nicobar Islands,59676,0,3848
142,02-10-2020,Andaman and Nicobar Islands,60437,0,3858
143,03-10-2020,Andaman and Nicobar Islands,61231,0,3868
144,04-10-2020,Andaman and Nicobar Islands,62103,0,3884
145,05-10-2020,Andaman and Nicobar Islands,63009,0,3899
146,06-10-2020,Andaman and Nicobar Islands,63790,0,3912
147,07-10-2020,Andaman and Nicobar Islands,65111,0,3935
148,08-10-2020,Andaman and Nicobar Islands,66244,0,3952
149,09-10-2020,Andaman and Nicobar Islands,67332,0,3976
150,10-10-2020,Andaman and Nicobar Islands,68464,0,3992
151,11-10-2020,Andaman and Nicobar Islands,69146,0,4005
152,12-10-2020,Andaman and Nicobar Islands,69932,0,4023
153,13-10-2020,Andaman and Nicobar Islands,70780,0,4036
154,14-10-2020,Andaman and Nicobar Islands,71624,0,4046
155,15-10-2020,Andaman and Nicobar Islands,72525,0,4062
156,16-10-2020,Andaman and Nicobar Islands,73363,0,4072
157,17-10-2020,Andaman and Nicobar Islands,74277,0,4083
158,18-10-2020,Andaman and Nicobar Islands,75030,0,4108
159,19-10-2020,Andaman and Nicobar Islands,75977,0,4126
160,20-10-2020,Andaman and Nicobar Islands,77200,0,4141
161,21-10-2020,Andaman and Nicobar Islands,78303,0,4168
162,22-10-2020,Andaman and Nicobar Islands,79301,0,4184
163,23-10-2020,Andaman and Nicobar Islands,80768,0,4207
164,24-10-2020,Andaman and Nicobar Islands,81880,0,4225
165,25-10-2020,Andaman and Nicobar Islands,82626,0,4245
166,26-10-2020,Andaman and Nicobar Islands,83115,0,4253
167,27-10-2020,Andaman and Nicobar Islands,84308,0,4274
168,28-10-2020,Andaman and Nicobar Islands,85378,0,4289
169,29-10-2020,Andaman and Nicobar Islands,86715,0,4305
170,30-10-2020,Andaman and Nicobar Islands,87789,0,4317
171,31-10-2020,Andaman and Nicobar Islands,88453,0,4332
172,01-11-2020,Andaman and Nicobar Islands,89559,0,4340
173,02-11-2020,Andaman and Nicobar Islands,90901,0,4352
174,03-11-2020,Andaman and Nicobar Islands,92249,0,4372
175,04-11-2020,Andaman and Nicobar Islands,93406,0,4389
176,05-11-2020,Andaman and Nicobar Islands,94639,0,4403
177,06-11-2020,Andaman and Nicobar Islands,96214,0,4420
178,07-11-2020,Andaman and Nicobar Islands,97603,0,4441
179,08-11-2020,Andaman and Nicobar Islands,98812,0,4450
180,09-11-2020,Andaman and Nicobar Islands,100025,0,4463
181,10-11-2020,Andaman and Nicobar Islands,101226,0,4477
182,11-11-2020,Andaman and Nicobar Islands,102433,0,4494
183,12-11-2020,Andaman and Nicobar Islands,103599,0,4507
184,13-11-2020,Andaman and Nicobar Islands,104785,0,4518
185,14-11-2020,Andaman and Nicobar Islands,105699,0,4527
186,15-11-2020,Andaman and Nicobar Islands,106734,0,4536
187,16-11-2020,Andaman and Nicobar Islands,108080,0,4557
188,17-11-2020,Andaman and Nicobar Islands,109646,0,4574
189,18-11-2020,Andaman and Nicobar Islands,111166,0,4593
190,19-11-2020,Andaman and Nicobar Islands,112792,0,4604
191,20-11-2020,Andaman and Nicobar Islands,114392,0,4617
192,21-11-2020,Andaman and Nicobar Islands,115968,0,4631
193,22-11-2020,Andaman and Nicobar Islands,117093,0,4641
194,23-11-2020,Andaman and Nicobar Islands,118654,0,4656
195,24-11-2020,Andaman and Nicobar Islands,120324,0,4667
196,25-11-2020,Andaman and Nicobar Islands,121931,0,4677
197,26-11-2020,Andaman and Nicobar Islands,123165,0,4682
198,27-11-2020,Andaman and Nicobar Islands,124832,0,4689
199,28-11-2020,Andaman and Nicobar Islands,126331,0,4698
200,29-11-2020,Andaman and Nicobar Islands,127912,0,4704
201,30-11-2020,Andaman and Nicobar Islands,129389,0,4710
202,01-12-2020,Andaman and Nicobar Islands,131080,0,4718
203,02-12-2020,Andaman and Nicobar Islands,132784,0,4723
204,03-12-2020,Andaman and Nicobar Islands,134355,0,4729
205,04-12-2020,Andaman and Nicobar Islands,135952,0,4742
206,05-12-2020,Andaman and Nicobar Islands,137648,0,4747
207,06-12-2020,Andaman and Nicobar Islands,139326,0,4758
208,07-12-2020,Andaman and Nicobar Islands,140961,0,4773
209,08-12-2020,Andaman and Nicobar Islands,142667,0,4778
210,09-12-2020,Andaman and Nicobar Islands,144401,0,4783
211,10-12-2020,Andaman and Nicobar Islands,146143,0,4791
212,11-12-2020,Andaman and Nicobar Islands,147806,0,4798
213,12-12-2020,Andaman and Nicobar Islands,149926,0,4805
214,13-12-2020,Andaman and Nicobar Islands,152004,0,4818
215,14-12-2020,Andaman and Nicobar Islands,153685,0,4834
216,15-12-2020,Andaman and Nicobar Islands,155454,0,4842
217,16-12-2020,Andaman and Nicobar Islands,157242,0,4850
218,17-12-2020,Andaman and Nicobar Islands,159027,0,4860
219,18-12-2020,Andaman and Nicobar Islands,160856,0,4869
220,19-12-2020,Andaman and Nicobar Islands,162821,0,4875
221,20-12-2020,Andaman and Nicobar Islands,165024,0,4881
222,21-12-2020,Andaman and Nicobar Islands,166845,0,4888
223,22-12-2020,Andaman and Nicobar Islands,168769,0,4893
224,23-12-2020,Andaman and Nicobar Islands,170666,0,4896
225,24-12-2020,Andaman and Nicobar Islands,172756,0,4901
226,25-12-2020,Andaman and Nicobar Islands,174482,0,4912
227,26-12-2020,Andaman and Nicobar Islands,175578,0,4912
228,27-12-2020,Andaman and Nicobar Islands,176898,0,4924
229,28-12-2020,Andaman and Nicobar Islands,177926,0,4929
230,29-12-2020,Andaman and Nicobar Islands,179444,0,4936
231,30-12-2020,Andaman and Nicobar Islands,180626,0,4941
232,31-12-2020,Andaman and Nicobar Islands,181640,0,4945
233,01-01-2021,Andaman and Nicobar Islands,182631,0,4946
234,02-01-2021,Andaman and Nicobar Islands,183725,0,4947
235,03-01-2021,Andaman and Nicobar Islands,184955,0,4948
236,04-01-2021,Andaman and Nicobar Islands,186140,0,4948
237,05-01-2021,Andaman and Nicobar Islands,187115,0,4949
238,06-01-2021,Andaman and Nicobar Islands,188351,0,4949
239,07-01-2021,Andaman and Nicobar Islands,190031,0,4958
240,08-01-2021,Andaman and Nicobar Islands,191206,0,4959
241,09-01-2021,Andaman and Nicobar Islands,192560,0,4959
242,10-01-2021,Andaman and Nicobar Islands,193719,0,4960
243,11-01-2021,Andaman and Nicobar Islands,195351,0,4963
244,12-01-2021,Andaman and Nicobar Islands,196859,0,4966
245,13-01-2021,Andaman and Nicobar Islands,198478,0,4969
246,14-01-2021,Andaman and Nicobar Islands,199805,0,4976
247,15-01-2021,Andaman and Nicobar Islands,200953,0,4979
248,16-01-2021,Andaman and Nicobar Islands,202521,0,4982
249,17-01-2021,Andaman and Nicobar Islands,203741,0,4983
250,18-01-2021,Andaman and Nicobar Islands,205411,0,4988
251,19-01-2021,Andaman and Nicobar Islands,206732,0,4989
252,20-01-2021,Andaman and Nicobar Islands,208179,0,4991
253,21-01-2021,Andaman and Nicobar Islands,209437,0,4991
254,22-01-2021,Andaman and Nicobar Islands,210762,0,4992
255,23-01-2021,Andaman and Nicobar Islands,212393,0,4993
256,24-01-2021,Andaman and Nicobar Islands,213467,0,4993
257,25-01-2021,Andaman and Nicobar Islands,214915,0,4994
258,26-01-2021,Andaman and Nicobar Islands,215858,0,4994
259,27-01-2021,Andaman and Nicobar Islands,217007,0,4994
260,28-01-2021,Andaman and Nicobar Islands,218629,0,4994
261,29-01-2021,Andaman and Nicobar Islands,220484,0,4994
262,30-01-2021,Andaman and Nicobar Islands,221876,0,4994
263,31-01-2021,Andaman and Nicobar Islands,223137,0,4994
264,01-02-2021,Andaman and Nicobar Islands,224852,0,4994
265,02-02-2021,Andaman and Nicobar Islands,226584,0,4994
266,03-02-2021,Andaman and Nicobar Islands,228290,0,4994
267,04-02-2021,Andaman and Nicobar Islands,230133,0,4994
268,05-02-2021,Andaman and Nicobar Islands,231633,0,4997
269,06-02-2021,Andaman and Nicobar Islands,233597,0,5000
270,07-02-2021,Andaman and Nicobar Islands,235072,0,5001
271,08-02-2021,Andaman and Nicobar Islands,236643,0,5005
272,09-02-2021,Andaman and Nicobar Islands,238339,0,5007
273,10-02-2021,Andaman and Nicobar Islands,240362,0,5007
274,11-02-2021,Andaman and Nicobar Islands,241833,0,5007
275,12-02-2021,Andaman and Nicobar Islands,243631,0,5007
276,13-02-2021,Andaman and Nicobar Islands,245745,0,5009
277,14-02-2021,Andaman and Nicobar Islands,247289,0,5009
278,15-02-2021,Andaman and Nicobar Islands,248562,0,5009
279,16-02-2021,Andaman and Nicobar Islands,250037,0,5013
280,17-02-2021,Andaman and Nicobar Islands,251774,0,5014
281,18-02-2021,Andaman and Nicobar Islands,253718,0,5014
282,19-02-2021,Andaman and Nicobar Islands,255675,0,5014
283,20-02-2021,Andaman and Nicobar Islands,257213,0,5014
284,21-02-2021,Andaman and Nicobar Islands,258773,0,5014
285,22-02-2021,Andaman and Nicobar Islands,260324,0,5015
286,23-02-2021,Andaman and Nicobar Islands,261719,0,5016
287,24-02-2021,Andaman and Nicobar Islands,263090,0,5016
288,25-02-2021,Andaman and Nicobar Islands,264369,0,5016
289,26-02-2021,Andaman and Nicobar Islands,265852,0,5017
290,27-02-2021,Andaman and Nicobar Islands,267209,0,5018
291,28-02-2021,Andaman and Nicobar Islands,268499,0,5020
292,01-03-2021,Andaman and Nicobar Islands,269799,0,5020
293,02-03-2021,Andaman and Nicobar Islands,271193,0,5020
294,03-03-2021,Andaman and Nicobar Islands,273010,0,5022
295,04-03-2021,Andaman and Nicobar Islands,274849,0,5024
296,05-03-2021,Andaman and Nicobar Islands,276471,0,5024
297,06-03-2021,Andaman and Nicobar Islands,278437,0,5024
298,07-03-2021,Andaman and Nicobar Islands,280041,0,0
299,08-03-2021,Andaman and Nicobar Islands,281955,0,5026
300,09-03-2021,Andaman and Nicobar Islands,283492,0,5028
301,10-03-2021,Andaman and Nicobar Islands,285087,0,5028
302,11-03-2021,Andaman and Nicobar Islands,286505,0,5028
303,12-03-2021,Andaman and Nicobar Islands,288197,0,5029
304,13-03-2021,Andaman and Nicobar Islands,290341,0,5030
305,14-03-2021,Andaman and Nicobar Islands,291842,0,5031
306,15-03-2021,Andaman and Nicobar Islands,294094,0,5031
307,16-03-2021,Andaman and Nicobar Islands,295827,0,5032
308,17-03-2021,Andaman and Nicobar Islands,297433,0,5035
309,18-03-2021,Andaman and Nicobar Islands,299048,0,5036
310,19-03-2021,Andaman and Nicobar Islands,300892,0,5038
311,20-03-2021,Andaman and Nicobar Islands,302566,0,5038
312,21-03-2021,Andaman and Nicobar Islands,304391,0,5039
313,22-03-2021,Andaman and Nicobar Islands,305778,0,5039
314,23-03-2021,Andaman and Nicobar Islands,307255,0,5039
315,24-03-2021,Andaman and Nicobar Islands,308812,0,5041
316,25-03-2021,Andaman and Nicobar Islands,310615,0,5042
317,26-03-2021,Andaman and Nicobar Islands,312378,0,5043
318,27-03-2021,Andaman and Nicobar Islands,314309,0,5044
319,28-03-2021,Andaman and Nicobar Islands,315818,0,5046
320,29-03-2021,Andaman and Nicobar Islands,317137,0,5052
321,30-03-2021,Andaman and Nicobar Islands,318382,0,5081
322,31-03-2021,Andaman and Nicobar Islands,319864,0,5083
323,01-04-2021,Andaman and Nicobar Islands,321456,0,5084
324,02-04-2021,Andaman and Nicobar Islands,323001,0,5084
325,03-04-2021,Andaman and Nicobar Islands,324207,0,5098
326,04-04-2021,Andaman and Nicobar Islands,325826,0,5109
327,05-04-2021,Andaman and Nicobar Islands,327270,0,5116
328,06-04-2021,Andaman and Nicobar Islands,328737,0,5123
329,07-04-2021,Andaman and Nicobar Islands,330481,0,5131
330,08-04-2021,Andaman and Nicobar Islands,332119,0,5149
331,09-04-2021,Andaman and Nicobar Islands,333671,0,5161
332,10-04-2021,Andaman and Nicobar Islands,335784,0,5175
333,11-04-2021,Andaman and Nicobar Islands,337833,0,5190
334,12-04-2021,Andaman and Nicobar Islands,339482,0,5201
335,13-04-2021,Andaman and Nicobar Islands,341557,0,5209
336,14-04-2021,Andaman and Nicobar Islands,343431,0,5247
337,15-04-2021,Andaman and Nicobar Islands,345485,0,5262
338,16-04-2021,Andaman and Nicobar Islands,347489,0,5289
339,17-04-2021,Andaman and Nicobar Islands,349739,0,5331
340,18-04-2021,Andaman and Nicobar Islands,352086,0,5390
341,19-04-2021,Andaman and Nicobar Islands,353754,0,5421
342,20-04-2021,Andaman and Nicobar Islands,355507,0,5466
343,21-04-2021,Andaman and Nicobar Islands,357442,0,5490
344,22-04-2021,Andaman and Nicobar Islands,358903,0,5527
345,23-04-2021,Andaman and Nicobar Islands,360595,0,5569
346,24-04-2021,Andaman and Nicobar Islands,361594,0,5614
347,25-04-2021,Andaman and Nicobar Islands,363056,0,5665
348,26-04-2021,Andaman and Nicobar Islands,364735,0,5716
349,27-04-2021,Andaman and Nicobar Islands,366683,0,5764
350,28-04-2021,Andaman and Nicobar Islands,367689,0,5816
351,29-04-2021,Andaman and Nicobar Islands,368945,0,5875
352,30-04-2021,Andaman and Nicobar Islands,370896,0,5949
353,01-05-2021,Andaman and Nicobar Islands,372214,0,6046
354,02-05-2021,Andaman and Nicobar Islands,373007,0,6084
355,03-05-2021,Andaman and Nicobar Islands,373785,0,6150
356,04-05-2021,Andaman and Nicobar Islands,374428,0,6181
357,05-05-2021,Andaman and Nicobar Islands,375095,0,6223
358,06-05-2021,Andaman and Nicobar Islands,375477,0,6255
359,07-05-2021,Andaman and Nicobar Islands,375967,0,6311
360,08-05-2021,Andaman and Nicobar Islands,376536,0,6341
361,09-05-2021,Andaman and Nicobar Islands,376933,0,6367
362,10-05-2021,Andaman and Nicobar Islands,377293,0,6398
363,11-05-2021,Andaman and Nicobar Islands,377516,0,6426
364,12-05-2021,Andaman and Nicobar Islands,378060,0,6470
365,13-05-2021,Andaman and Nicobar Islands,378462,0,6510
366,14-05-2021,Andaman and Nicobar Islands,378887,0,6542
367,15-05-2021,Andaman and Nicobar Islands,379096,0,6568
368,16-05-2021,Andaman and Nicobar Islands,379674,0,6603
369,17-05-2021,Andaman and Nicobar Islands,380102,0,6638
370,18-05-2021,Andaman and Nicobar Islands,380395,0,6674
371,19-05-2021,Andaman and Nicobar Islands,380853,0,6709
372,20-05-2021,Andaman and Nicobar Islands,381349,0,6758
373,21-05-2021,Andaman and Nicobar Islands,382015,0,6789
374,22-05-2021,Andaman and Nicobar Islands,382640,0,6820
375,23-05-2021,Andaman and Nicobar Islands,383265,0,6844
376,24-05-2021,Andaman and Nicobar Islands,383396,0,6853
377,25-05-2021,Andaman and Nicobar Islands,383727,0,6878
378,26-05-2021,Andaman and Nicobar Islands,384188,0,6901
379,27-05-2021,Andaman and Nicobar Islands,384528,0,6917
380,28-05-2021,Andaman and Nicobar Islands,385020,0,6936
381,29-05-2021,Andaman and Nicobar Islands,385564,0,6964
382,30-05-2021,Andaman and Nicobar Islands,385988,0,6984
383,31-05-2021,Andaman and Nicobar Islands,386613,0,7005
384,01-06-2021,Andaman and Nicobar Islands,387348,0,7018
385,02-06-2021,Andaman and Nicobar Islands,387871,0,7043
386,03-06-2021,Andaman and Nicobar Islands,388486,0,7070
387,04-06-2021,Andaman and Nicobar Islands,389152,0,7088
388,05-06-2021,Andaman and Nicobar Islands,389785,0,7105
389,06-06-2021,Andaman and Nicobar Islands,390574,0,7119
390,07-06-2021,Andaman and Nicobar Islands,391273,0,7131
391,08-06-2021,Andaman and Nicobar Islands,392095,0,7154
392,09-06-2021,Andaman and Nicobar Islands,392974,0,7168
393,10-06-2021,Andaman and Nicobar Islands,393692,0,7197
394,11-06-2021,Andaman and Nicobar Islands,394822,0,7233
395,12-06-2021,Andaman and Nicobar Islands,395624,0,7243
396,13-06-2021,Andaman and Nicobar Islands,396534,0,7261
397,14-06-2021,Andaman and Nicobar Islands,397190,0,7269
398,15-06-2021,Andaman and Nicobar Islands,397953,0,7280
399,16-06-2021,Andaman and Nicobar Islands,398852,0,7306
400,17-06-2021,Andaman and Nicobar Islands,399580,0,7335
401,18-06-2021,Andaman and Nicobar Islands,400211,0,7363
402,19-06-2021,Andaman and Nicobar Islands,400997,0,7394
403,20-06-2021,Andaman and Nicobar Islands,401769,0,7406
404,21-06-2021,Andaman and Nicobar Islands,402629,0,7415
405,22-06-2021,Andaman and Nicobar Islands,403616,0,7425
406,23-06-2021,Andaman and Nicobar Islands,404494,0,7438
407,24-06-2021,Andaman and Nicobar Islands,405197,0,7440
408,25-06-2021,Andaman and Nicobar Islands,405887,0,7441
409,26-06-2021,Andaman and Nicobar Islands,406529,0,7446
410,27-06-2021,Andaman and Nicobar Islands,407488,0,7455
411,28-06-2021,Andaman and Nicobar Islands,408220,0,7462
412,29-06-2021,Andaman and Nicobar Islands,409212,0,7466
413,30-06-2021,Andaman and Nicobar Islands,409890,0,7467
414,01-07-2021,Andaman and Nicobar Islands,410741,0,7469
415,02-07-2021,Andaman and Nicobar Islands,411442,0,7475
416,03-07-2021,Andaman and Nicobar Islands,412361,0,7478
417,04-07-2021,Andaman and Nicobar Islands,413316,0,7482
418,05-07-2021,Andaman and Nicobar Islands,414166,0,7482
419,06-07-2021,Andaman and Nicobar Islands,415066,0,7487
420,07-07-2021,Andaman and Nicobar Islands,416065,0,7491
421,08-07-2021,Andaman and Nicobar Islands,416815,0,7492
422,09-07-2021,Andaman and Nicobar Islands,417598,0,7492
423,10-07-2021,Andaman and Nicobar Islands,418550,0,7492
424,11-07-2021,Andaman and Nicobar Islands,419287,0,7492
425,12-07-2021,Andaman and Nicobar Islands,420157,0,7493
426,13-07-2021,Andaman and Nicobar Islands,421108,0,7496
427,14-07-2021,Andaman and Nicobar Islands,421940,0,7499
428,15-07-2021,Andaman and Nicobar Islands,422876,0,7501
429,16-07-2021,Andaman and Nicobar Islands,423910,0,7505
430,17-07-2021,Andaman and Nicobar Islands,425268,0,7506
431,18-07-2021,Andaman and Nicobar Islands,426511,0,7510
432,19-07-2021,Andaman and Nicobar Islands,427711,0,7516
433,20-07-2021,Andaman and Nicobar Islands,428751,0,0
434,21-07-2021,Andaman and Nicobar Islands,429739,0,0
435,22-07-2021,Andaman and Nicobar Islands,430415,0,0
436,23-07-2021,Andaman and Nicobar Islands,431486,0,0
437,24-07-2021,Andaman and Nicobar Islands,432627,0,0
438,25-07-2021,Andaman and Nicobar Islands,433596,0,0
439,26-07-2021,Andaman and Nicobar Islands,434929,0,0
440,27-07-2021,Andaman and Nicobar Islands,436240,0,0
441,28-07-2021,Andaman and Nicobar Islands,437301,0,0
442,29-07-2021,Andaman and Nicobar Islands,438456,0,0
443,30-07-2021,Andaman and Nicobar Islands,439639,0,0
444,31-07-2021,Andaman and Nicobar Islands,440870,0,0
445,01-08-2021,Andaman and Nicobar Islands,442063,0,0
446,02-08-2021,Andaman and Nicobar Islands,443192,0,0
447,03-08-2021,Andaman and Nicobar Islands,444838,0,0
448,04-08-2021,Andaman and Nicobar Islands,445987,0,0
449,05-08-2021,Andaman and Nicobar Islands,447339,0,0
450,06-08-2021,Andaman and Nicobar Islands,448882,0,0
451,07-08-2021,Andaman and Nicobar Islands,450208,0,0
452,08-08-2021,Andaman and Nicobar Islands,451415,0,0
453,09-08-2021,Andaman and Nicobar Islands,452587,0,0
454,02-04-2020,Andhra Pradesh,1800,1175,132
